country_code,event_id,observed_at,latitude,longitude,cold_cloud,cloud_growth,moisture,rain_30m,rain_1h,rain_3h,rain_6h,rain_24h,river_level,river_rise_rate,elevation_norm,slope_norm,hand_norm,river_proximity,soil_wetness,flooded
BN,BN-0,2026-01-01T00:00:00Z,0,0,0.7860643052769538,0.12811363267554587,0.45038593789556713,6.972724234999831,13.945448469999661,27.19362451649934,41.836345409998984,75.30542173799817,0.7255992753912884,0.37079802423258124,0.9267649888486018,0.6973680290593639,0.6438651200806645,0.09417734788764953,0.82276161327083,0
BN,BN-0,2026-01-01T00:00:00Z,0,0,0.35452596812986836,0.9706980243949033,0.8931211213221977,7.820016929913493,15.640033859826985,30.498066026662624,46.920101579480956,84.45618284306572,0.6645104615549426,0.7783834970737619,0.19463870785196757,0.06381725610417532,0.4667210037270342,0.8276311719925821,0.04380376578722878,0
BN,BN-0,2026-01-01T00:00:00Z,0,0,0.1894713590842857,0.12992150533547164,0.47570492622593374,7.527673234966969,15.055346469933937,29.35792561637118,45.16603940980181,81.29887093764326,1.0,0.2269093490508841,0.6698139946825103,0.96750973243421,0.43715191887233074,0.32582535813815194,0.8326781960578374,0
BN,BN-0,2026-01-01T00:00:00Z,0,0,0.1397524836093098,0.19990820247510832,0.007362269751005512,1.8860121942772243,3.7720243885544487,7.355447557681175,11.316073165663346,20.36893169819402,0.35084627803925117,0.7869243775021384,0.6648508565920321,0.8047643574968019,0.7051653786263351,0.38747837903017446,0.7807290310219679,0
BN,BN-0,2026-01-01T00:00:00Z,0,0,0.7649988574160256,0.6347183200005908,0.5535794006579958,3.767275605101761,7.534551210203522,14.692374859896868,22.603653630610566,40.68657653509902,0.462782510646495,0.5592071607454135,0.3039500980626122,0.11453007353597344,0.030817834567939406,0.6684029617904717,0.43671738923236236,0
BN,BN-0,2026-01-01T00:00:00Z,0,0,0.6619165147268951,0.5570321523412783,0.7838982091064135,10.1260069690552,20.2520139381104,39.49142717931529,60.756041814331205,109.36087526579617,0.3771308607754092,0.6643135403273875,0.4063868614400705,0.23393948586534075,0.8140203846660347,0.05830274168906602,0.1669729199077039,1
BN,BN-0,2026-01-01T00:00:00Z,0,0,0.696320375077736,0.4461562755740307,0.3810212260964825,4.13509780662259,8.27019561324518,16.1268814458281,24.81058683973554,44.65905631152397,0.28526383140139866,0.3015120891478765,0.6302825931188885,0.4618772302513874,0.3618126105533904,0.1612717790336018,0.087649919316101,0
BN,BN-0,2026-01-01T00:00:00Z,0,0,0.7168901891589956,0.44936150214378867,0.272241561845159,1.5861932923645223,3.1723865847290447,6.186153840221637,9.517159754187134,17.13088755753684,0.5585063246072488,0.0963909621534993,0.9026023965438417,0.6997071338107496,0.45577628983361107,0.2658699614595196,0.20236336479523032,0
BN,BN-0,2026-01-01T00:00:00Z,0,0,0.6273088407024432,0.5840979689127356,0.64984660155482,7.64255075654151,15.28510151308302,29.80594795051189,45.85530453924906,82.53954817064832,0.46873592247838836,0.08444432113988909,0.41580740217060963,0.8566142840923755,0.04161417386189248,0.7585195298352101,0.49399081924451893,0
BN,BN-0,2026-01-01T00:00:00Z,0,0,0.34686980453483707,0.5909154914814168,0.022803871029697498,9.9798989935068,19.9597979870136,38.921606074676525,59.879393961040805,107.78290912987345,0.9222987601270349,0.9585592132414453,0.48230343694290023,0.587644572177712,0.7827352272502862,0.1705929685368861,0.08272999992243857,0
BN,BN-0,2026-01-01T00:00:00Z,0,0,0.5206724024715378,0.4389114603050467,0.021612079880330426,19.33933256900536,38.67866513801072,75.4233970191209,116.03599541403216,208.8647917452579,0.8809898728972958,0.8262919241943578,0.8961607718397667,0.5717280523760754,0.14024908899861077,0.4734894010569538,0.5540361435390494,1
BN,BN-0,2026-01-01T00:00:00Z,0,0,0.23021399089488082,0.03741255617617978,0.5548524693914834,1.015901786362745,2.03180357272549,3.962016966814706,6.0954107181764705,10.971739292717647,0.45752972199086533,0.37092228386243875,0.8297897431324132,0.7269946142868826,0.8082514720643018,0.768647491917657,0.31713889282271535,0
BN,BN-0,2026-01-01T00:00:00Z,0,0,0.43509706000303794,0.992375564055837,0.891677266254914,10.60597216095055,21.2119443219011,41.363291427707146,63.6358329657033,114.54449933826595,0.6095799193654918,0.7486080194569492,0.8907924908785249,0.25596509056760275,0.8934466396978632,0.9360435700489633,0.5188583603864491,1
BN,BN-0,2026-01-01T00:00:00Z,0,0,0.9368131505337792,0.24097057500568475,0.12275793241148603,13.2838691163985,26.567738232797,51.80708955395416,79.70321469839101,143.46578645710383,0.6069241979284257,0.8311126721249061,0.15328431662449404,0.37365772887371007,0.1792683081577391,0.09446666806151527,0.5993827915208435,1
BN,BN-0,2026-01-01T00:00:00Z,0,0,0.22965602999885526,0.13182221778652103,0.6776586736128575,2.023567850517091,4.047135701034182,7.8919146170166545,12.141407103102544,21.85453278558458,0.6150895802471166,0.12183250462853112,0.506329931620633,0.9718264260609674,0.6942624356428865,0.5007411862023423,0.5811166092209024,1
BN,BN-0,2026-01-01T00:00:00Z,0,0,0.4885840453515333,0.6628642127635824,0.9556232570469699,2.5686655260113067,5.137331052022613,10.017795551444097,15.41199315606784,27.741587680922112,0.6794164879394061,0.286446226882055,0.9248084293120271,0.7389840039155418,0.024859491386256316,0.13105775155731325,0.5551980423268247,0
BN,BN-0,2026-01-01T00:00:00Z,0,0,0.8043609156129707,0.4673816015552915,0.7847634492521874,6.350575158243395,12.70115031648679,24.767243117149246,38.103450949460374,68.58621170902867,0.582408309173956,0.017836783976987736,0.10914399676573494,0.41911431931630383,0.8294286148827363,0.9662319121431817,0.7968170883251617,0
BN,BN-0,2026-01-01T00:00:00Z,0,0,0.4258820863735099,0.6519310255799742,0.8674906317523249,0.4914532513522067,0.9829065027044134,1.916667680273606,2.94871950811324,5.307695114603832,0.24636327615242712,0.45389688207629975,0.24783956295135812,0.8677389537760112,0.23666236299758114,0.6031071573387257,0.7460142802434464,0
BN,BN-0,2026-01-01T00:00:00Z,0,0,0.14387193297114265,0.9209704724874502,0.16553172273527816,17.80227067982652,35.60454135965304,69.42885565132343,106.81362407895912,192.26452334212644,0.536127546471809,0.28472008233793555,0.15361339519205863,0.5944336637564518,0.11549006366535497,0.14617324419269828,0.021148016336440034,1
BN,BN-0,2026-01-01T00:00:00Z,0,0,0.5045262370222301,0.8750049422346086,0.851131626822206,4.486245589934652,8.972491179869303,17.496357800745145,26.91747353960791,48.451452371294245,0.41968697685502054,0.04347506201279194,0.18149840959652408,0.5911438161109712,0.23674487110439602,0.6807145267995064,0.24938757583221183,0
BN,BN-0,2026-01-01T00:00:00Z,0,0,0.051961866465104256,0.9248418690180621,0.0991131415798755,15.449144537930648,30.898289075861296,60.25166369792953,92.69486722758388,166.850761009651,0.5754731597437982,0.8435749515977528,0.9026531439276171,0.3736141384595716,0.9795706805865927,0.5237529487176372,0.8020258802735936,0
BN,BN-0,2026-01-01T00:00:00Z,0,0,0.46279936559351587,0.3850894961003535,0.6395632712371101,6.76944179855465,13.5388835971093,26.400823014363134,40.6166507913279,73.10997142439022,0.5134157152132728,0.26646331750084606,0.13976841095395687,0.13455220841314708,0.4778772740237458,0.5360680359476373,0.416889368594885,0
BN,BN-0,2026-01-01T00:00:00Z,0,0,0.9488579267153404,0.9163480195381779,0.4809104283000786,16.79702197656442,33.59404395312884,65.50838570860124,100.78213185938652,181.40783734689575,0.9251119983177972,0.3283612050046888,0.5354347898300031,0.32749556441254546,0.8485604887736246,0.37946407972692897,0.652587340560102,1
BN,BN-0,2026-01-01T00:00:00Z,0,0,0.8607190683258941,0.13210283730154393,0.6143797405419198,9.934670496949396,19.869340993898792,38.74521493810265,59.60802298169638,107.29444136705348,0.6421332321169301,0.0950957482299346,0.7257156282714269,0.2881556141824617,0.08449321882352023,0.7348931623102908,0.935939822700626,0
BN,BN-0,2026-01-01T00:00:00Z,0,0,0.2533833538391872,0.5900758953583092,0.09504919756440122,5.272387080478171,10.544774160956342,20.562309613864866,31.634322482869024,56.94178046916424,0.4412469989753522,0.6161657000241213,0.1712913040927888,0.5936820044663541,0.5649506114724419,0.7826241046295469,0.5724305140338497,0
BN,BN-0,2026-01-01T00:00:00Z,0,0,0.11973358850112281,0.1171035659001105,0.08770901191076841,0.37840587811740306,0.7568117562348061,1.475782924657872,2.2704352687044183,4.086783483667953,0.4712180204526289,0.6578632850405278,0.4186083007903795,0.7992447165120666,0.7743214161418432,0.4921532155754291,0.6712314133085926,0
BN,BN-0,2026-01-01T00:00:00Z,0,0,0.14778337254219165,0.936127463375744,0.43790403719875326,11.538653045796622,23.077306091593243,45.000746878606826,69.23191827477973,124.61745289460352,0.7045759333640784,0.38331982277740984,0.7296857086773779,0.2705349409101757,0.5529930652528999,0.364192017772054,0.9361399868384622,1
BN,BN-0,2026-01-01T00:00:00Z,0,0,0.8505336791907826,0.6370738839912076,0.12192167833511258,6.472409923747168,12.944819847494337,25.242398702613958,38.83445954248301,69.90202717646942,0.5687885897395809,0.5882579999692207,0.6860963651054488,0.986631544924322,0.012302685888602838,0.7177602360036435,0.45431796184174655,1
BN,BN-0,2026-01-01T00:00:00Z,0,0,0.1105884109961105,0.9970346578375731,0.8792000243077452,1.1196532499663072,2.2393064999326144,4.366647674868599,6.717919499797843,12.092255099636118,0.1498981710756228,0.28390843786403896,0.8368965796609382,0.4423141270678932,0.10641953187138287,0.3019273914424916,0.9991047304742386,0
